,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
210,Fox News,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",Thu Nov 08 09:18:00 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,Thu Nov 08 09:10:00 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,Thu Nov 08 09:01:00 +0000 2018,0.2006,0.126,0.783,0.091
213,Fox News,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",Thu Nov 08 09:00:00 +0000 2018,-0.4404,0.0,0.782,0.218
214,Fox News,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",Thu Nov 08 08:51:00 +0000 2018,-0.4939,0.216,0.44,0.344
215,Fox News,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,Thu Nov 08 08:41:00 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",Thu Nov 08 08:31:00 +0000 2018,0.4939,0.158,0.842,0.0
217,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",Thu Nov 08 08:21:00 +0000 2018,0.5106,0.155,0.845,0.0
218,Fox News,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,Thu Nov 08 08:06:00 +0000 2018,0.2263,0.186,0.69,0.124
219,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",Thu Nov 08 08:01:00 +0000 2018,0.7096,0.296,0.704,0.0
220,CNN,"""When I think of the messages I cry."" These are the text messages one mom received from her daughter during the Sau… https://t.co/f4l4msOpWU",Sat Nov 16 05:01:04 +0000 2019,0.0,0.0,1.0,0.0
221,CNN,"When this Tennessee woman was sworn in as a lawyer, the officiating judge held her 1-year-old son on his hip so the… https://t.co/l8RbgZAVl7",Sat Nov 16 04:57:06 +0000 2019,0.0,0.0,1.0,0.0
222,CNN,"A watch by Swiss luxury brand Patek Philippe has sold for over $31 million, the highest price ever paid for a timep… https://t.co/hDESho1bbS",Sat Nov 16 04:48:48 +0000 2019,0.0,0.0,1.0,0.0
223,CNN,"""Why would the President heedlessly insert himself into the Yovanovitch hearing? The best answer, it seems, is that… https://t.co/mqeZlyCELz",Sat Nov 16 04:46:05 +0000 2019,0.6369,0.189,0.811,0.0
224,CNN,An Oklahoma judge has reduced a financial penalty Johnson &amp; Johnson must pay for its role in the opioid crisis from… https://t.co/p2zOGyiWxJ,Sat Nov 16 04:38:24 +0000 2019,-0.8176,0.0,0.679,0.321
225,CNN,"You can get paid $1,000 to binge watch 24 Hallmark Christmas movies in 12 days https://t.co/RzwPswJC1r https://t.co/ZiGZEl2DWB",Sat Nov 16 04:37:57 +0000 2019,0.0,0.0,1.0,0.0
226,CNN,This is the world's largest Starbucks https://t.co/8Tl2b8d31S https://t.co/nOCRd2O2Ex,Sat Nov 16 04:35:05 +0000 2019,0.0,0.0,1.0,0.0
227,CNN,The public battle between Taylor Swift and music manager Scooter Braun continues to escalate https://t.co/E8aBfVWqcU,Sat Nov 16 04:31:01 +0000 2019,-0.2023,0.103,0.747,0.149
228,CNN,This 9-year-old boy is about to graduate from college https://t.co/RVMs9zPzlN https://t.co/9mn5DOYdfe,Sat Nov 16 04:29:55 +0000 2019,0.0,0.0,1.0,0.0
229,CNN,Drone video captured the moment a giant whale swam through a group of surfers off the Southern California coast… https://t.co/6T5rckspSr,Sat Nov 16 04:18:52 +0000 2019,0.0,0.0,1.0,0.0
230,CNN,"Here's what it's like to fly on the world's longest passenger flight, from London to Sydney in 19 hours and 19 minu… https://t.co/XOJrBK41Wn",Sat Nov 16 04:16:42 +0000 2019,0.3612,0.102,0.898,0.0
231,CNN,"James Holzhauer took home $250K as the winner of the ""Jeopardy!"" Tournament of Champions against Emma Boettcher, wh… https://t.co/pqr3qiYSrb",Sat Nov 16 04:16:04 +0000 2019,0.8172,0.306,0.694,0.0
232,CNN,This family lives in a glass house — literally https://t.co/xOZNUarcNw https://t.co/u3Ba6rOw8b,Sat Nov 16 04:15:08 +0000 2019,0.0,0.0,1.0,0.0
233,CNN,The Hong Kong protests began in June with one main objective — for the government to withdraw a controversial bill… https://t.co/dKUJpdeXAP,Sat Nov 16 04:01:08 +0000 2019,-0.4019,0.0,0.821,0.179
234,CNN,".@ChrisCuomo: One week of public impeachment hearings yield one step forward, two steps backward, for President Tru… https://t.co/q7C0wdX0AK",Sat Nov 16 03:58:29 +0000 2019,0.0,0.0,1.0,0.0
235,CNN,"Choir teacher Kaitlin Holt used a gunshot kit to tend to a wounded girl, corralled students into her office and blo… https://t.co/wwrNvcI3WB",Sat Nov 16 03:53:48 +0000 2019,0.0,0.0,1.0,0.0
236,CNN,"""Having established a reputation for shadiness, it became difficult for [Roger] Stone to convince a jury that he wa… https://t.co/ZvyuXhG91a",Sat Nov 16 03:46:02 +0000 2019,-0.128,0.098,0.78,0.122
237,CNN,At least two people were transported to the hospital Friday evening after a shooting took place during a high schoo… https://t.co/heEmWOeGP0,Sat Nov 16 03:43:42 +0000 2019,0.0,0.0,1.0,0.0
238,CNN,.@donlemon: Here's the message for members of team Trump: The only thing to do now is to tell the truth. #DonsTake… https://t.co/1gqQHQz9n7,Sat Nov 16 03:36:38 +0000 2019,0.3182,0.099,0.901,0.0
239,CNN,A private group backing President Trump's border wall has kicked off a new project on the US-Mexico border in an at… https://t.co/fluRNUNEQr,Sat Nov 16 03:31:03 +0000 2019,0.0258,0.055,0.945,0.0
240,BBC News (World),President Trump tweets furious attack on envoy during #ImpeachmentHearing https://t.co/KRUbUHBcHV,Fri Nov 15 16:44:49 +0000 2019,-0.7783,0.0,0.541,0.459
241,BBC News (World),"Apple removes vaping apps from app store 

https://t.co/Mt8aza6zDz",Fri Nov 15 16:19:00 +0000 2019,0.0,0.0,1.0,0.0
242,BBC News (World),Archbishop Thabo Makgoba hit in South Africa church refuge scuffle https://t.co/5DEqQireyA,Fri Nov 15 16:18:45 +0000 2019,0.0,0.0,1.0,0.0
243,BBC News (World),@rituprasad92 @LauraTrevelyan @csbuckler Ex-US ambassador Marie Yovanovitch talks about how important the US relati… https://t.co/tEoWmbIzYG,Fri Nov 15 15:37:50 +0000 2019,0.2023,0.114,0.886,0.0
244,BBC News (World),"""It's very intimidating"" - Marie Yovanovitch reacts to President Trump's tweets ""in real time"" reacting to her… https://t.co/O9vmZ7pNyF",Fri Nov 15 15:37:29 +0000 2019,-0.4927,0.0,0.834,0.166
245,BBC News (World),"Marie Yovanovitch says people who ""felt stymied"" by anti-corruption policy in Ukraine were able to ""conduct a campa… https://t.co/45DLtyWWxv",Fri Nov 15 15:28:42 +0000 2019,0.0,0.0,1.0,0.0
246,BBC News (World),"""It was a terrible moment... the colour drained from my face"" - Marie Yovanovitch was ""shocked, appalled, devastate… https://t.co/6zQRmrKUob",Fri Nov 15 15:22:31 +0000 2019,-0.8225,0.0,0.619,0.381
247,BBC News (World),"""It's been a big hit for morale"" - ex-US ambassador to Ukraine Marie Yovanovitch says it's a ""fair statement"" to sa… https://t.co/haiLSviMu1",Fri Nov 15 15:10:56 +0000 2019,0.3182,0.113,0.887,0.0
248,BBC News (World),"Marie Yovanovitch denies ""unsourced allegations"" she told staff to ignore orders from Trump as he ""was going to be… https://t.co/HSHkcPonmh",Fri Nov 15 15:08:14 +0000 2019,-0.6486,0.0,0.773,0.227
249,BBC News (World),Kenya Airways stowaway: Mystery of the man who fell from the sky https://t.co/JDcK4Fo2dR,Fri Nov 15 14:54:58 +0000 2019,0.0,0.0,1.0,0.0
250,BBC News (World),"Marie Yovanovitch, ex-US ambassador to Ukraine, says the US system failed because corrupt Ukrainians ""found America… https://t.co/mmKGtN1vwv",Fri Nov 15 14:49:55 +0000 2019,-0.5106,0.0,0.829,0.171
251,BBC News (World),@rituprasad92 @LauraTrevelyan @csbuckler Meet the key players involved in the impeachment hearings into the US pres… https://t.co/R5wlBlWrmt,Fri Nov 15 14:44:47 +0000 2019,0.0,0.0,1.0,0.0
252,BBC News (World),@rituprasad92 @LauraTrevelyan @csbuckler The second day of public hearings into the impeachment inquiry of Presiden… https://t.co/njWhSiIEcO,Fri Nov 15 14:43:50 +0000 2019,0.0,0.0,1.0,0.0
253,BBC News (World),"US President Donald Trump is in the middle of an impeachment inquiry
 
BBC reporters in the US - @rituprasad92,… https://t.co/ogLaJ3ZNzh",Fri Nov 15 14:39:15 +0000 2019,0.0,0.0,1.0,0.0
254,BBC News (World),"RT @BBCBusiness: ""It is absurd... It makes me shudder that Boeing and Ethiopian Airlines are at my father's funeral and I'm not""

Eight mon…",Fri Nov 15 14:33:39 +0000 2019,-0.3612,0.0,0.902,0.098
255,BBC News (World),"Leaf blowers fatal to declining insects, Germans warned https://t.co/O7UUrwjGvY",Fri Nov 15 14:32:28 +0000 2019,-0.6808,0.0,0.556,0.444
256,BBC News (World),"RT @BBCBreaking: Two Russians jailed for spying are pardoned and freed in Lithuania, in exchange for two Lithuanians and a Norwegian https:…",Fri Nov 15 13:20:20 +0000 2019,0.1027,0.178,0.698,0.124
257,BBC News (World),Hong Kong protests: China condemns 'appalling' attack on official in UK https://t.co/iH3Jpch84q,Fri Nov 15 12:35:06 +0000 2019,-0.8074,0.0,0.52,0.48
258,BBC News (World),Netflix to amend Devil Next Door series after Poland complaint https://t.co/rwCLcvxdtH,Fri Nov 15 12:34:08 +0000 2019,-0.765,0.0,0.577,0.423
259,BBC News (World),Canada refuses visas to over a dozen African AI researchers https://t.co/yOXp6PtfXp,Fri Nov 15 12:33:59 +0000 2019,0.0,0.0,1.0,0.0
260,CBS News,Hulu raises prices up to 22% to $55 per month for top-tier plan https://t.co/07K05DHMJm https://t.co/HOWAWGkKHn,Fri Nov 15 23:39:31 +0000 2019,0.0,0.0,1.0,0.0
261,CBS News,"World's ""fastest accelerating car"" is now selling for $3.2 million https://t.co/tY54VfSBPm https://t.co/jyMY7Id9xw",Fri Nov 15 23:19:30 +0000 2019,0.0,0.0,1.0,0.0
262,CBS News,BREAKING: Texas criminal court of appeals delays Rodney Reed's execution https://t.co/4vsoV037Ch https://t.co/KKFP2y16o1,Fri Nov 15 23:06:47 +0000 2019,-0.5267,0.0,0.764,0.236
263,CBS News,"Taylor Swift says she's being blocked from singing her songs at American Music Awards, a claim her old label, Big M… https://t.co/VMjEKnB36K",Fri Nov 15 23:00:23 +0000 2019,0.4019,0.193,0.723,0.084
264,CBS News,Democrats in 1998 and Republicans in 2019 use the same terms to attack impeachment https://t.co/1miygGG9rY https://t.co/R9d1ZCJdOE,Fri Nov 15 22:53:56 +0000 2019,-0.4767,0.0,0.829,0.171
265,CBS News,“Democrats seem very pleased”: @nikolendc says Democrats feel Yovanovitch came off as a very credible witness… https://t.co/mzs1KOFMg2,Fri Nov 15 22:40:45 +0000 2019,0.0,0.0,1.0,0.0
266,CBS News,Texas parole board recommends delaying Rodney Reed's execution amid mounting public support https://t.co/Hbxucq0Joi https://t.co/8axujKE0IB,Fri Nov 15 22:39:44 +0000 2019,0.5574,0.277,0.723,0.0
267,CBS News,Could longtime Trump aid Roger Stone — who was found guilty on all seven charges — be pardoned?… https://t.co/IY9VyqBArU,Fri Nov 15 22:37:11 +0000 2019,-0.5994,0.0,0.754,0.246
268,CBS News,"Astronauts to perform ""open heart surgery"" on cosmic ray detector in complex spacewalk https://t.co/UcnQEs17AW https://t.co/sIgbmliYxg",Fri Nov 15 22:19:32 +0000 2019,0.0,0.0,1.0,0.0
269,CBS News,Democrats claim Pres. Trump engaged in witness intimidation after attacks on Yovanovitch https://t.co/1miygGG9rY https://t.co/R8DH3n1T3q,Fri Nov 15 22:17:18 +0000 2019,-0.4588,0.139,0.567,0.294
270,CBS News,“The president made a mistake”: House Speaker Nancy Pelosi criticized Pres. Trump’s decision to tweet during today’… https://t.co/yAOoqeE7Ii,Fri Nov 15 22:13:00 +0000 2019,-0.3612,0.0,0.865,0.135
271,CBS News,"RT @CBSNewsRadio: NEW @TakeoutPodcast with @MajorCBS &amp; @RepRaskin👇

▪️ Tensions between Democrats &amp; Republicans
▪️ Ongoing impeachment inqu…",Fri Nov 15 22:11:36 +0000 2019,-0.4019,0.0,0.886,0.114
272,CBS News,"FDA warns Dollar Tree it's selling ""potentially unsafe drugs"" https://t.co/3g5xBVB8Ou https://t.co/LnBnts91Sp",Fri Nov 15 22:00:01 +0000 2019,-0.1027,0.0,0.877,0.123
273,CBS News,"""I was shocked and devastated"": Marie Yovanovitch, the former U.S. ambassador to Ukraine, testified Friday that Pre… https://t.co/QEGxhwqLWl",Fri Nov 15 21:39:55 +0000 2019,-0.3182,0.0,0.881,0.119
274,CBS News,"For Andrew Yang, New Hampshire is a ""homecoming"" and a big bet https://t.co/huEJFiLhxY https://t.co/JAD5Z3mGcP",Fri Nov 15 21:19:39 +0000 2019,0.0,0.0,1.0,0.0
275,CBS News,Staffer who overheard Trump call with Sondland testifies in closed hearing https://t.co/CX9DDyKmgt https://t.co/4fsV2i6Qn2,Fri Nov 15 21:00:00 +0000 2019,0.0,0.0,1.0,0.0
276,CBS News,"RT @CBSEveningNews: WATCH: David Holmes, a staffer at the U.S. Embassy in Kiev who told Amb. Bill Taylor that he overheard Pres. Trump spea…",Fri Nov 15 20:45:55 +0000 2019,0.0,0.0,1.0,0.0
277,CBS News,"Rep. Elise Stefanik says she disagrees with the ""tone"" of President Trump's tweet about Yovanovitch but says tweets… https://t.co/0uirab36br",Fri Nov 15 20:45:04 +0000 2019,-0.1655,0.0,0.916,0.084
278,CBS News,Comedian Mo'Nique accuses Netflix of discrimination https://t.co/WHFaMek8d1 https://t.co/BleLNamPt3,Fri Nov 15 20:39:37 +0000 2019,0.0516,0.236,0.545,0.218
279,CBS News,"Schiff tells @edokeefe about Trump's Yovanovitch tweet: ""This is a part of a pattern to intimidate witnesses. And i… https://t.co/CUmH2jAS9H",Fri Nov 15 20:36:49 +0000 2019,-0.2023,0.0,0.904,0.096
280,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/byH6DjIac9,Sat Nov 16 02:00:07 +0000 2019,0.0,0.0,1.0,0.0
281,The New York Times,From @nytparenting: Research suggests that drug-resistant infections among children are on the rise. Here’s how you… https://t.co/94dIIfjIvt,Sat Nov 16 01:42:03 +0000 2019,0.0,0.0,1.0,0.0
282,The New York Times,"Breaking News: The student who killed 2 of his classmates in a shooting at a Santa Clarita, California, high school… https://t.co/3OpjjG5TPQ",Sat Nov 16 01:25:01 +0000 2019,-0.6705,0.0,0.791,0.209
283,The New York Times,"RT @llerer: Obama wades into the 2020 race, warning of the dangers of listening to “certain left-leaning twitter feeds” or “the activist wi…",Sat Nov 16 01:20:03 +0000 2019,-0.6808,0.0,0.789,0.211
284,The New York Times,3 proposals have emerged as possible next chapters for Rikers: turning it into a renewable energy hub; adding a run… https://t.co/Ev47baDDr9,Sat Nov 16 01:00:09 +0000 2019,0.2732,0.11,0.89,0.0
285,The New York Times,"RT @NickAtNews: NEW: No manifesto, diary, or suicide note found in the Santa Clarita high school shooting.

Police do not know why a 16yo.…",Sat Nov 16 00:52:39 +0000 2019,-0.7717,0.0,0.758,0.242
286,The New York Times,"As Marie Yovanovitch, the former ambassador to Ukraine, testified on the second day of public impeachment hearings,… https://t.co/oQ8TKh1Ds5",Sat Nov 16 00:40:03 +0000 2019,0.0,0.0,1.0,0.0
287,The New York Times,"RT @tarasbernard: It's FAFSA season, that time of year when families learn how much they're expected to pay for college. But that figure is…",Sat Nov 16 00:20:04 +0000 2019,-0.0516,0.0,0.95,0.05
288,The New York Times,"“I knew it was just a shirt. But the longer I left it there, the more it grew into a symbol of something bigger.“ https://t.co/a88bWIl2fQ",Sat Nov 16 00:10:03 +0000 2019,0.0,0.0,1.0,0.0
289,The New York Times,"Breaking News: President Trump, overruling military leaders, cleared 3 service members accused of war crimes, inclu… https://t.co/55eNy7soQD",Fri Nov 15 23:55:06 +0000 2019,-0.6908,0.068,0.634,0.298
290,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MPb7UUktNQ,Fri Nov 15 23:40:04 +0000 2019,0.0,0.0,1.0,0.0
291,The New York Times,Want to know if there might be a camera where it shouldn’t be? It’s not paranoid to take precautions and check your… https://t.co/V4s5hFqV4S,Fri Nov 15 23:20:05 +0000 2019,0.2593,0.132,0.868,0.0
292,The New York Times,Getting together with a local on a trip abroad can take you beyond the tourist sites and Instagram opportunities. H… https://t.co/NArTDp732J,Fri Nov 15 23:00:15 +0000 2019,0.3818,0.126,0.874,0.0
293,The New York Times,President Trump tweeted attacks about Marie Yovanovitch as she testified publicly in the impeachment inquiry on Fri… https://t.co/nH4dFZYUG1,Fri Nov 15 22:36:43 +0000 2019,-0.4404,0.0,0.854,0.146
294,The New York Times,"RT @SherylNYT: ""Shocked, appalled, devastated."" That's how Marie Yovanovitch felt after she learned President Trump told the president of U…",Fri Nov 15 22:22:22 +0000 2019,-0.4588,0.0,0.864,0.136
295,The New York Times,Critic’s Notebook: A mid-hearing Twitter attack from President Trump made its way into Marie Yovanovitch’s testimon… https://t.co/cWdfTjm8Sl,Fri Nov 15 22:00:12 +0000 2019,-0.4767,0.0,0.829,0.171
296,The New York Times,"For teens who've grown up online, the internet is a space for reinvention. “We all contain multitudes. The kids see… https://t.co/zhjQk6zkrh",Fri Nov 15 21:45:06 +0000 2019,0.0,0.0,1.0,0.0
297,The New York Times,"In a devastating indictment of foreign policy in the Trump era, Marie Yovanovitch outlined the harm to U.S. diploma… https://t.co/Zrtx2fB57U",Fri Nov 15 21:15:06 +0000 2019,-0.8316,0.0,0.685,0.315
298,The New York Times,RT @dougmillsnyt: .@realDonaldTrump's tweet is shown on a TV as Former Ambassador to Ukraine Marie Yovanovitch looks on as she appears befo…,Fri Nov 15 21:06:12 +0000 2019,0.0,0.0,1.0,0.0
299,The New York Times,"The hearing room breaks into applause for Marie Yovanovitch, the former U.S. ambassador to Ukraine, at the conclusi… https://t.co/KAnF0wz0Ud",Fri Nov 15 21:00:46 +0000 2019,0.4215,0.135,0.865,0.0
300,Fox News,"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",Thu Nov 08 07:51:00 +0000 2018,0.5719,0.207,0.793,0.0
301,Fox News,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",Thu Nov 08 07:41:00 +0000 2018,-0.7351,0.0,0.721,0.279
302,Fox News,Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,Thu Nov 08 07:31:00 +0000 2018,-0.4215,0.0,0.714,0.286
303,Fox News,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",Thu Nov 08 07:21:00 +0000 2018,0.7964,0.283,0.717,0.0
304,Fox News,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,Thu Nov 08 07:16:00 +0000 2018,0.4404,0.293,0.707,0.0
305,Fox News,Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,Thu Nov 08 07:11:00 +0000 2018,-0.4767,0.0,0.693,0.307
306,Fox News,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",Thu Nov 08 07:01:00 +0000 2018,0.0772,0.061,0.939,0.0
307,Fox News,.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,Thu Nov 08 06:51:00 +0000 2018,0.0,0.0,1.0,0.0
308,Fox News,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,Thu Nov 08 06:41:00 +0000 2018,0.0,0.0,1.0,0.0
309,Fox News,".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",Thu Nov 08 06:36:00 +0000 2018,-0.5423,0.0,0.829,0.171
310,Fox News,"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",Thu Nov 08 06:31:00 +0000 2018,0.0,0.0,1.0,0.0
311,Fox News,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,Thu Nov 08 06:21:00 +0000 2018,0.2006,0.126,0.783,0.091
312,Fox News,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018,-0.34,0.0,0.833,0.167
313,Fox News,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018,0.0,0.0,1.0,0.0
314,Fox News,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018,-0.5719,0.0,0.783,0.217
315,Fox News,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018,0.3182,0.192,0.72,0.088
316,Fox News,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018,0.0,0.0,1.0,0.0
318,Fox News,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018,0.6841,0.298,0.603,0.099
319,Fox News,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018,0.0,0.0,1.0,0.0
320,CNN,Labor talks between Fiat Chrysler and the United Auto Workers union get underway in earnest next week https://t.co/enZw8bylGj,Sat Nov 16 03:25:12 +0000 2019,0.7269,0.276,0.724,0.0
321,CNN,"Whether or not you can read a write could be a factor in your ability to stave off dementia as you grow older, acco… https://t.co/Tx2JRPXAlR",Sat Nov 16 03:16:04 +0000 2019,0.3182,0.095,0.905,0.0
322,CNN,"Former President Barack Obama urged the field of Democratic presidential hopefuls to ""pay some attention to where v… https://t.co/jNV4sjY9Ap",Sat Nov 16 03:05:29 +0000 2019,-0.1027,0.0,0.928,0.072
323,CNN,"When Monica Gutierrez sent Ashton Kutcher a text and asked him to help her son's cross-country team get new shoes,… https://t.co/seenvS3Sgq",Sat Nov 16 02:57:29 +0000 2019,0.4019,0.124,0.876,0.0
324,CNN,People with Android phones in the United States will now be able to opt into the new texting service that Google ca… https://t.co/0xslOlVvtW,Sat Nov 16 02:53:45 +0000 2019,0.4215,0.113,0.887,0.0
325,CNN,"Exclusive: After a private White House meeting, Giuliani associate Lev Parnas said he was on a ""secret mission"" for… https://t.co/VXFFI0MHyT",Sat Nov 16 02:47:58 +0000 2019,0.128,0.081,0.919,0.0
326,CNN,"WeWork, the co-working startup on unsteady financial footing, is spending $438 million to renovate a building in Ne… https://t.co/4EpZ5kWNIy",Sat Nov 16 02:43:37 +0000 2019,0.0,0.0,1.0,0.0
327,CNN,"""I view this as a major development, this is another very credible witness...who heard the President's voice with h… https://t.co/JaI7sAFzOQ",Sat Nov 16 02:40:56 +0000 2019,0.0,0.0,1.0,0.0
328,CNN,"Former US Ambassador to Ukraine Marie Yovanovitch testified publicly, telling her story about how President Trump r… https://t.co/iKq4Q4Qc3k",Sat Nov 16 02:37:44 +0000 2019,0.0,0.0,1.0,0.0
329,CNN,"Exclusive: Giuliani associate Lev Parnas said that after a private meeting in the White House, he was on a ""secret… https://t.co/0wqHCgW6S1",Sat Nov 16 02:10:05 +0000 2019,0.128,0.077,0.923,0.0
330,CNN,"Bill Gates has surpassed Amazon CEO Jeff Bezos to reclaim the distinction of richest person in the world, with a ne… https://t.co/px0YNqVbxK",Sat Nov 16 02:01:57 +0000 2019,0.6249,0.212,0.788,0.0
331,CNN,"""This has to be the worst day of the presidency so far for Donald Trump... this is the worst day,"" says David Gerge… https://t.co/Fi3mbJ5Vma",Sat Nov 16 02:00:07 +0000 2019,-0.8481,0.0,0.728,0.272
332,CNN,"President Trump granted full pardons to Army 1st Lt. Clint Lorance and Army Major Mathew Golsteyn.

He also restore… https://t.co/CT0KLpPDk5",Sat Nov 16 01:59:16 +0000 2019,0.4939,0.189,0.811,0.0
333,CNN,"In closed-door testimony as part of the impeachment inquiry, David Holmes told lawmakers that Gordon Sondland had t… https://t.co/sC6fRuDpNh",Sat Nov 16 01:50:27 +0000 2019,0.0,0.0,1.0,0.0
334,CNN,The House Ethics Committee released updates on their investigations into four lawmakers. Here are the details on th… https://t.co/HcYYoWE2bg,Sat Nov 16 01:44:30 +0000 2019,0.0,0.0,1.0,0.0
335,CNN,"The suspected killer in the California school shooting has died, officials say https://t.co/hUZe7i60qO",Sat Nov 16 01:41:08 +0000 2019,-0.8689,0.0,0.505,0.495
336,CNN,Here are three questions raised by the newly released rough transcript of President Trump's first call with Ukraini… https://t.co/UXiMDafxTJ,Sat Nov 16 01:32:09 +0000 2019,0.0,0.0,1.0,0.0
337,CNN,Asked about the discrepancy between the April readout of Trump's phone call with the Ukrainian President and the ro… https://t.co/IViVQGBGyh,Sat Nov 16 01:24:04 +0000 2019,0.0,0.0,1.0,0.0
338,CNN,"Attorney General William Barr defended presidential power in a fiery speech to the conservative Federalist Society,… https://t.co/ljFmhXFCy0",Sat Nov 16 01:07:29 +0000 2019,-0.34,0.0,0.862,0.138
339,CNN,"""It didn't work,"" says @RepSwalwell of President Trump's attempts to intimidate Marie Yovanovitch.

She ""proved her… https://t.co/3Uz4HkPzWz",Sat Nov 16 01:00:54 +0000 2019,-0.2023,0.0,0.899,0.101
340,BBC News (World),"Frozen 2: Sequel warms some film critics' hearts, but others stay ice cool ❄️❄️ 

https://t.co/a0iKdO5iJh",Fri Nov 15 12:33:53 +0000 2019,0.4404,0.249,0.663,0.088
341,BBC News (World),Climate change: Warming signal links global floods and fires https://t.co/0qVmr2kOBo,Fri Nov 15 12:12:51 +0000 2019,0.1531,0.151,0.849,0.0
342,BBC News (World),Russians pardoned in Lithuania paving way for spy swap https://t.co/N81WJksVyK,Fri Nov 15 11:16:09 +0000 2019,0.2263,0.174,0.826,0.0
343,BBC News (World),"""I've never been to school because my family was poor""

South Korea has one of the lowest birth rates in the world,… https://t.co/Q9D2MCF04O",Fri Nov 15 11:06:21 +0000 2019,-0.6908,0.0,0.787,0.213
344,BBC News (World),Flooded Venice battles with new tidal surge https://t.co/QpEkWEcGSR,Fri Nov 15 11:01:01 +0000 2019,-0.3818,0.0,0.729,0.271
345,BBC News (World),SA post office rapist and murderer given life https://t.co/1QrvF8TTNp,Fri Nov 15 11:00:53 +0000 2019,-0.8885,0.0,0.424,0.576
